,2017,2030,2017 (MO),2030 (MO),,,,,,,,,
2542,31.91,57.258,28.94,53.447,,,,,,,,,
2543,30.46,63.229,28.94,53.447,,,,,,,,,
2544,28.5,56.317,28.94,53.447,,,,,,,,,
2545,24.01,53.293,28.95,53.448,,,,,,,,,
2546,22.07,53.292,28.95,53.459,,,,,,,,,
2547,21.08,48.695,28.95,53.503,,,,,,,,,
2548,22,53.292,28.96,53.504,,,,,,,,,
2549,27.95,60.55,28.96,53.515,,,,,,,,,
2550,28.21,61.156,28.96,53.553,,,,,,,,,
2551,27.44,66.62,28.96,53.556,,,,,,,,,
2552,29.9,66.62,28.97,53.556,,,,,,,,,
2553,30.17,61.24,28.97,53.556,,,,,,,,,
2554,29.6,60.55,28.97,53.562,,,,,,,,,
2555,29,58.926,28.97,53.576,,,,,,,,,
2556,25.01,58.493,28.98,53.576,,,,,,,,,
2557,19.57,53.293,28.98,53.583,,,,,,,,,
2558,15.93,53.293,28.98,53.642,,,,,,,,,
2559,9.28,53.293,28.99,53.644,,,,,,,,,
2560,9.36,57.379,28.99,53.675,,,,,,,,,
2561,17.8,59.531,28.99,53.692,,,,,,,,,
2562,25.36,60.834,28.99,53.692,,,,,,,,,
2563,32.15,66.619,28.99,53.692,,,,,,,,,
2564,33.91,66.62,28.99,53.692,,,,,,,,,
2565,33.95,66.62,28.99,53.692,,,,,,,,,
2566,33.93,61.486,29,53.692,,,,,,,,,
2567,30.95,60.55,29,53.692,,,,,,,,,
2568,29.54,54.53,29,53.692,,,,,,,,,
2569,28.36,60.467,29,53.692,,,,,,,,,
2570,27.77,53.293,29,53.703,,,,,,,,,
2571,27.26,53.293,29,53.771,,,,,,,,,
2572,26.97,53.44,29,53.793,,,,,,,,,
2573,30.91,59.366,29.01,53.793,,,,,,,,,
2574,39.94,61.156,29.01,53.793,,,,,,,,,
2575,43.35,66.62,29.01,53.793,,,,,,,,,
2576,45.39,66.62,29.01,53.793,,,,,,,,,
2577,41.05,61.156,29.02,53.793,,,,,,,,,
2578,39.88,60.936,29.02,53.793,,,,,,,,,
2579,37.97,59.446,29.02,53.794,,,,,,,,,
2580,35.9,59.399,29.03,53.794,,,,,,,,,
2581,33.83,59.056,29.03,53.794,,,,,,,,,
2582,31.04,57.185,29.03,53.794,,,,,,,,,
2583,30.43,59.493,29.03,53.794,,,,,,,,,
2584,30.1,59.588,29.03,53.794,,,,,,,,,
2585,30.85,61.156,29.03,53.794,,,,,,,,,
2586,33.92,62.277,29.04,53.794,,,,,,,,,
2587,37.95,66.62,29.04,53.794,,,,,,,,,
2588,38,66.62,29.04,53.794,,,,,,,,,
2589,37.71,66.62,29.04,53.794,,,,,,,,,
2590,34.08,62.265,29.04,53.794,,,,,,,,,
2591,31.07,61.14,29.04,53.794,,,,,,,,,
2592,30.35,59.781,29.04,53.794,,,,,,,,,
2593,30.02,59.857,29.04,53.794,,,,,,,,,
2594,29.94,59.069,29.04,53.794,,,,,,,,,
2595,30.25,54.529,29.05,53.794,,,,,,,,,
2596,30.83,57.752,29.05,53.794,,,,,,,,,
2597,31.81,60.119,29.05,53.794,,,,,,,,,
2598,38.9,61.147,29.05,53.795,,,,,,,,,
2599,46.88,66.619,29.05,53.795,,,,,,,,,
2600,48.38,66.62,29.05,53.796,,,,,,,,,
2601,43.67,66.619,29.05,53.8,,,,,,,,,
2602,38.97,61.426,29.06,53.8,,,,,,,,,
2603,37.4,61.115,29.06,53.81,,,,,,,,,
2604,37.1,59.631,29.06,53.843,,,,,,,,,
2605,36.61,59.059,29.06,53.854,,,,,,,,,
2606,34.47,58.845,29.06,53.871,,,,,,,,,
2607,33.07,59.323,29.06,53.988,,,,,,,,,
2608,33.73,59.46,29.06,54.013,,,,,,,,,
2609,36.89,60.456,29.06,54.071,,,,,,,,,
2610,38.92,62.265,29.06,54.071,,,,,,,,,
2611,41.19,66.62,29.06,54.071,,,,,,,,,
2612,44.01,66.62,29.07,54.09,,,,,,,,,
2613,43.06,66.62,29.07,54.1,,,,,,,,,
2614,38.05,61.156,29.07,54.11,,,,,,,,,
2615,34.16,60.937,29.07,54.122,,,,,,,,,
2616,32.03,59.449,29.07,54.124,,,,,,,,,
2617,32.95,58.316,29.07,54.141,,,,,,,,,
2618,31.43,56.329,29.07,54.143,,,,,,,,,
2619,31.62,56.329,29.07,54.168,,,,,,,,,
2620,31.71,59.202,29.08,54.171,,,,,,,,,
2621,33.2,58.879,29.08,54.246,,,,,,,,,
2622,42.03,60.55,29.08,54.252,,,,,,,,,
2623,48.41,64.847,29.08,54.333,,,,,,,,,
2624,52,66.62,29.09,54.375,,,,,,,,,
2625,43.87,66.619,29.09,54.384,,,,,,,,,
2626,38.47,61.156,29.09,54.426,,,,,,,,,
2627,36.32,59.454,29.09,54.438,,,,,,,,,
2628,33.86,59.455,29.09,54.438,,,,,,,,,
2629,32.4,59.455,29.09,54.438,,,,,,,,,
2630,31.07,59.456,29.1,54.491,,,,,,,,,
2631,31.09,59.456,29.1,54.524,,,,,,,,,
2632,33.01,59.456,29.1,54.528,,,,,,,,,
2633,36.89,61.335,29.1,54.528,,,,,,,,,
2634,39.94,64.033,29.1,54.528,,,,,,,,,
2635,45.01,66.62,29.1,54.528,,,,,,,,,
2636,46.61,70.214,29.1,54.528,,,,,,,,,
2637,44.06,66.62,29.1,54.528,,,,,,,,,
2638,35.23,66.62,29.1,54.528,,,,,,,,,
2639,29.22,62.552,29.1,54.528,,,,,,,,,
2640,29.3,61.283,29.1,54.528,,,,,,,,,
2641,25.05,59.879,29.11,54.528,,,,,,,,,
2642,26.52,57.835,29.14,54.528,,,,,,,,,
2643,25.25,58.321,29.14,54.528,,,,,,,,,
2644,24.05,59.071,29.14,54.528,,,,,,,,,
2645,28.25,61.869,29.14,54.528,,,,,,,,,
2646,40.02,63.073,29.15,54.528,,,,,,,,,
2647,42.5,66.62,29.17,54.528,,,,,,,,,
2648,42.61,66.705,29.17,54.528,,,,,,,,,
2649,38.95,66.621,29.17,54.528,,,,,,,,,
2650,34.47,66.62,29.17,54.528,,,,,,,,,
2651,31.97,63.603,29.17,54.528,,,,,,,,,
2652,28.08,62.224,29.18,54.528,,,,,,,,,
2653,21.15,63.078,29.18,54.528,,,,,,,,,
2654,20.79,59.878,29.18,54.529,,,,,,,,,
2655,19.84,59.714,29.19,54.529,,,,,,,,,
2656,24.04,59.956,29.19,54.529,,,,,,,,,
2657,27.08,64.475,29.19,54.529,,,,,,,,,
2658,29.14,66.62,29.19,54.529,,,,,,,,,
2659,31.02,66.62,29.19,54.529,,,,,,,,,
2660,30.64,74.495,29.2,54.529,,,,,,,,,
2661,24.01,66.62,29.2,54.529,,,,,,,,,
2662,16.26,66.62,29.2,54.529,,,,,,,,,
2663,3.55,63.074,29.2,54.529,,,,,,,,,
2664,0.88,62.263,29.21,54.529,,,,,,,,,
2665,8,61.24,29.21,54.529,,,,,,,,,
2666,8.22,61.126,29.21,54.53,,,,,,,,,
2667,8.03,59.869,29.21,54.541,,,,,,,,,
2668,9.08,57.757,29.22,54.58,,,,,,,,,
2669,9.18,57.785,29.22,54.607,,,,,,,,,
2670,9.19,59.65,29.22,54.634,,,,,,,,,
2671,10.72,60.55,29.24,54.696,,,,,,,,,
2672,13.09,66.62,29.25,54.697,,,,,,,,,
2673,13.47,66.619,29.25,54.699,,,,,,,,,
2674,9.54,61.156,29.26,54.714,,,,,,,,,
2675,9.12,60.5,29.27,54.743,,,,,,,,,
2676,9.04,59.712,29.28,54.796,,,,,,,,,
2677,8.1,47.963,29.28,54.796,,,,,,,,,
2678,5.02,47.351,29.28,54.796,,,,,,,,,
2679,7.11,47.963,29.28,54.847,,,,,,,,,
2680,9.05,54.528,29.29,54.85,,,,,,,,,
2681,10.72,61.194,29.29,54.895,,,,,,,,,
2682,20.79,62.265,29.29,54.914,,,,,,,,,
2683,23.01,65.703,29.29,54.934,,,,,,,,,
2684,24.5,65.703,29.3,54.935,,,,,,,,,
2685,24.2,65.703,29.3,54.955,,,,,,,,,
2686,24.15,65.703,29.3,54.955,,,,,,,,,
2687,20.2,61.869,29.31,54.959,,,,,,,,,
2688,9.04,0,29.31,54.961,,,,,,,,,
2689,8.97,61.156,29.32,54.99,,,,,,,,,
2690,8.31,60.501,29.32,55.001,,,,,,,,,
2691,8.94,58.105,29.32,55.001,,,,,,,,,
2692,10.05,55.735,29.32,55.05,,,,,,,,,
2693,9.04,51.714,29.33,55.054,,,,,,,,,
2694,9.02,51.714,29.33,55.062,,,,,,,,,
2695,8.04,54.528,29.34,55.103,,,,,,,,,
2696,8.89,54.528,29.34,55.136,,,,,,,,,
2697,8.86,54.528,29.34,55.231,,,,,,,,,
2698,2.96,54.528,29.35,55.255,,,,,,,,,
2699,6.54,51.714,29.36,55.266,,,,,,,,,
2700,3.72,51.714,29.37,55.275,,,,,,,,,
2701,-7.65,47.195,29.37,55.275,,,,,,,,,
2702,-15.03,43.997,29.38,55.275,,,,,,,,,
2703,-9.18,47.352,29.38,55.275,,,,,,,,,
2704,-0.15,51.714,29.38,55.275,,,,,,,,,
2705,7.6,59.985,29.39,55.275,,,,,,,,,
2706,21.08,61.14,29.39,55.275,,,,,,,,,
2707,30.63,64.645,29.4,55.275,,,,,,,,,
2708,34.54,64.646,29.4,55.276,,,,,,,,,
2709,36.65,64.647,29.4,55.276,,,,,,,,,
2710,37.1,64.646,29.41,55.276,,,,,,,,,
2711,29.95,61.241,29.41,55.277,,,,,,,,,
2712,29.19,60.597,29.42,55.28,,,,,,,,,
2713,27.65,58.244,29.43,55.28,,,,,,,,,
2714,27.42,56.148,29.43,55.421,,,,,,,,,
2715,26.48,55.805,29.43,55.459,,,,,,,,,
2716,27.46,56.436,29.44,55.475,,,,,,,,,
2717,30.26,60.942,29.44,55.489,,,,,,,,,
2718,38.83,61.486,29.44,55.489,,,,,,,,,
2719,40.89,64.646,29.45,55.49,,,,,,,,,
2720,40.86,70.84,29.45,55.49,,,,,,,,,
2721,31.8,64.646,29.45,55.49,,,,,,,,,
2722,24.06,62.265,29.45,55.49,,,,,,,,,
2723,12.82,61.156,29.45,55.496,,,,,,,,,
2724,9.07,60.886,29.45,55.519,,,,,,,,,
2725,20.01,57.595,29.46,55.582,,,,,,,,,
2726,22.44,57.551,29.46,55.584,,,,,,,,,
2727,24.9,57.551,29.46,55.587,,,,,,,,,
2728,27.71,60.935,29.47,55.627,,,,,,,,,
2729,32.19,62.127,29.47,55.641,,,,,,,,,
2730,38.35,63.074,29.47,55.641,,,,,,,,,
2731,43.3,64.646,29.48,55.641,,,,,,,,,
2732,43.59,70.84,29.48,55.642,,,,,,,,,
2733,44.51,64.646,29.48,55.642,,,,,,,,,
2734,44.38,62.552,29.48,55.642,,,,,,,,,
2735,38.55,61.157,29.49,55.642,,,,,,,,,
2736,34.01,61.112,29.49,55.642,,,,,,,,,
2737,31.07,60.549,29.49,55.649,,,,,,,,,
2738,31.2,55.804,29.49,55.654,,,,,,,,,
2739,29.98,54.58,29.49,55.682,,,,,,,,,
2740,29.97,55.699,29.49,55.685,,,,,,,,,
2741,30.5,60.939,29.5,55.695,,,,,,,,,
2742,37.03,61.24,29.5,55.695,,,,,,,,,
2743,41.17,64.646,29.5,55.695,,,,,,,,,
2744,43,70.84,29.5,55.696,,,,,,,,,
2745,41.94,64.646,29.5,55.697,,,,,,,,,
2746,39.81,64.646,29.51,55.697,,,,,,,,,
2747,38.1,62.127,29.51,55.697,,,,,,,,,
2748,35.09,61.426,29.51,55.699,,,,,,,,,
2749,33.91,57.549,29.53,55.699,,,,,,,,,
2750,31.72,57.549,29.53,55.7,,,,,,,,,
2751,31.59,61.241,29.53,55.705,,,,,,,,,
2752,32.46,57.549,29.54,55.712,,,,,,,,,
2753,36.55,62.551,29.54,55.719,,,,,,,,,
2754,39.93,62.645,29.55,55.735,,,,,,,,,
2755,42.95,64.646,29.55,55.756,,,,,,,,,
2756,42.94,70.84,29.56,55.756,,,,,,,,,
2757,41.98,64.646,29.56,55.756,,,,,,,,,
2758,38.42,64.646,29.56,55.756,,,,,,,,,
2759,33.4,62.552,29.56,55.756,,,,,,,,,
2760,30.54,61.155,29.56,55.756,,,,,,,,,
2761,30.99,61.157,29.56,55.756,,,,,,,,,
2762,30.95,59.64,29.57,55.756,,,,,,,,,
2763,30.54,53.771,29.57,55.756,,,,,,,,,
2764,30.44,51.713,29.57,55.756,,,,,,,,,
2765,33.1,60.164,29.57,55.756,,,,,,,,,
2766,42.3,64.646,29.58,55.757,,,,,,,,,
2767,46.95,64.646,29.58,55.757,,,,,,,,,
2768,53.47,64.646,29.58,55.757,,,,,,,,,
2769,46.98,61.156,29.59,55.758,,,,,,,,,
2770,45.61,59.985,29.59,55.779,,,,,,,,,
2771,44.75,51.713,29.59,55.802,,,,,,,,,
2772,44.01,51.713,29.59,55.802,,,,,,,,,
2773,42,51.713,29.59,55.803,,,,,,,,,
2774,39.11,51.713,29.6,55.803,,,,,,,,,
2775,38.64,51.713,29.6,55.804,,,,,,,,,
2776,38.61,51.713,29.6,55.805,,,,,,,,,
2777,41.92,57.976,29.6,55.813,,,,,,,,,
2778,43.86,61.156,29.6,55.86,,,,,,,,,
2779,44.09,64.646,29.6,55.86,,,,,,,,,
2780,44.34,64.646,29.61,55.86,,,,,,,,,
2781,42.93,64.646,29.62,55.864,,,,,,,,,
2782,39.1,61.09,29.62,55.864,,,,,,,,,
2783,32.58,53.642,29.62,55.914,,,,,,,,,
2784,32.19,47.463,29.62,55.927,,,,,,,,,
2785,31.46,44.729,29.62,55.928,,,,,,,,,
2786,31.06,41.653,29.62,55.929,,,,,,,,,
2787,31.04,41.653,29.63,55.93,,,,,,,,,
2788,31.52,41.653,29.63,55.93,,,,,,,,,
2789,32.48,44.728,29.63,55.93,,,,,,,,,
2790,41.19,51.713,29.63,55.93,,,,,,,,,
2791,44.97,51.713,29.63,55.93,,,,,,,,,
2792,45.93,55.914,29.64,55.93,,,,,,,,,
2793,43.67,51.713,29.64,55.93,,,,,,,,,
2794,42.92,51.713,29.64,55.93,,,,,,,,,
2795,40.95,41.653,29.64,55.93,,,,,,,,,
2796,35.83,41.653,29.64,55.931,,,,,,,,,
2797,34.99,41.653,29.64,55.953,,,,,,,,,
2798,32.01,41.651,29.64,55.954,,,,,,,,,
2799,32.9,44.728,29.64,55.955,,,,,,,,,
2800,32.89,51.713,29.65,55.971,,,,,,,,,
2801,35.05,59.712,29.65,56.009,,,,,,,,,
2802,37.96,61.17,29.65,56.009,,,,,,,,,
2803,41.97,64.646,29.65,56.009,,,,,,,,,
2804,41.91,64.646,29.65,56.009,,,,,,,,,
2805,41.08,64.646,29.66,56.009,,,,,,,,,
2806,34.87,64.646,29.66,56.009,,,,,,,,,
2807,32,61.156,29.66,56.009,,,,,,,,,
2808,31.38,60.106,29.66,56.009,,,,,,,,,
2809,31.23,51.713,29.66,56.009,,,,,,,,,
2810,30.61,51.713,29.66,56.103,,,,,,,,,
2811,30.92,51.713,29.66,56.116,,,,,,,,,
2812,31.41,51.713,29.67,56.116,,,,,,,,,
2813,33.52,60.106,29.67,56.116,,,,,,,,,
2814,37.14,61.156,29.67,56.116,,,,,,,,,
2815,45.4,64.646,29.67,56.116,,,,,,,,,
2816,46.94,64.646,29.68,56.116,,,,,,,,,
2817,44.99,64.645,29.68,56.116,,,,,,,,,
2818,42.9,57.185,29.68,56.116,,,,,,,,,
2819,41.9,57.955,29.69,56.12,,,,,,,,,
2820,38.99,63.229,29.69,56.138,,,,,,,,,
2821,35.46,57.185,29.69,56.138,,,,,,,,,
2822,33.62,58.528,29.69,56.138,,,,,,,,,
2823,33.05,60.936,29.69,56.144,,,,,,,,,
2824,32.76,61.486,29.69,56.144,,,,,,,,,
2825,33.78,62.881,29.7,56.144,,,,,,,,,
2826,40.29,64.646,29.7,56.148,,,,,,,,,
2827,43.91,64.646,29.7,56.162,,,,,,,,,
2828,42.99,71.946,29.7,56.245,,,,,,,,,
2829,37.97,64.646,29.7,56.249,,,,,,,,,
2830,32.65,64.646,29.7,56.263,,,,,,,,,
2831,31.08,64.646,29.7,56.265,,,,,,,,,
2832,33.61,62.56,29.71,56.265,,,,,,,,,
2833,28.44,62.409,29.71,56.265,,,,,,,,,
2834,29.88,61.869,29.71,56.315,,,,,,,,,
2835,29.86,61.24,29.72,56.317,,,,,,,,,
2836,30.16,61.156,29.72,56.329,,,,,,,,,
2837,30.58,61.072,29.72,56.329,,,,,,,,,
2838,32.46,57.144,29.72,56.356,,,,,,,,,
2839,33.72,57.184,29.73,56.381,,,,,,,,,
2840,32.69,63.515,29.73,56.436,,,,,,,,,
2841,32.56,64.644,29.73,56.441,,,,,,,,,
2842,28.81,54.934,29.73,56.446,,,,,,,,,
2843,26.82,49.402,29.74,56.474,,,,,,,,,
2844,25.43,41.194,29.75,56.474,,,,,,,,,
2845,23.09,37.592,29.75,56.474,,,,,,,,,
2846,25.24,37.592,29.75,56.474,,,,,,,,,
2847,25.04,37.592,29.76,56.474,,,,,,,,,
2848,27.46,37.592,29.76,56.474,,,,,,,,,
2849,29.19,41.194,29.76,56.474,,,,,,,,,
2850,32.54,51.496,29.77,56.474,,,,,,,,,
2851,34.93,51.496,29.77,56.495,,,,,,,,,
2852,34.79,51.496,29.77,56.495,,,,,,,,,
2853,34.9,51.496,29.78,56.495,,,,,,,,,
2854,32.93,51.496,29.78,56.495,,,,,,,,,
2855,30.47,43.278,29.79,56.495,,,,,,,,,
2856,29.29,38.366,29.79,56.495,,,,,,,,,
2857,26.02,35.193,29.79,56.495,,,,,,,,,
2858,22.06,33.1,29.79,56.551,,,,,,,,,
2859,13.13,26.347,29.79,56.554,,,,,,,,,
2860,9.63,26.347,29.79,56.561,,,,,,,,,
2861,10.06,26.347,29.8,56.581,,,,,,,,,
2862,16.8,26.347,29.8,56.582,,,,,,,,,
2863,9.6,32.936,29.8,56.582,,,,,,,,,
2864,9.56,32.936,29.8,56.684,,,,,,,,,
2865,8.71,26.347,29.8,56.685,,,,,,,,,
2866,3.23,5.49E-05,29.8,56.685,,,,,,,,,
2867,-1.9,1.04E-06,29.8,56.711,,,,,,,,,
2868,-1.18,9.44E-07,29.81,56.759,,,,,,,,,
2869,-70.01,3.58E-07,29.82,56.8,,,,,,,,,
2870,-74.92,3.55E-07,29.82,56.839,,,,,,,,,
2871,-71.96,9.46E-07,29.82,56.859,,,,,,,,,
2872,-49.97,0.00049403,29.82,56.874,,,,,,,,,
2873,-6,35.462,29.83,56.876,,,,,,,,,
2874,-1.21,41.194,29.83,56.888,,,,,,,,,
2875,8.86,43.562,29.83,56.902,,,,,,,,,
2876,10.08,54.071,29.83,56.933,,,,,,,,,
2877,8.87,54.071,29.83,56.934,,,,,,,,,
2878,-0.54,54.071,29.84,56.971,,,,,,,,,
2879,-70.01,44.728,29.84,56.976,,,,,,,,,
2880,-26.94,49.402,29.84,56.976,,,,,,,,,
2881,-25,43.254,29.85,57.012,,,,,,,,,
2882,-30.11,43.254,29.85,57.043,,,,,,,,,
2883,-30.03,49.402,29.85,57.049,,,,,,,,,
2884,-24.9,57.866,29.86,57.052,,,,,,,,,
2885,-30.05,61.756,29.87,57.052,,,,,,,,,
2886,-62.95,61.756,29.87,57.059,,,,,,,,,
2887,-53.85,62.685,29.87,57.059,,,,,,,,,
2888,-67.02,62.685,29.87,57.059,,,,,,,,,
2889,-65,62.685,29.88,57.06,,,,,,,,,
2890,-67.08,61.756,29.88,57.06,,,,,,,,,
2891,-66.85,49.402,29.88,57.06,,,,,,,,,
2892,-60.39,43.254,29.88,57.06,,,,,,,,,
2893,-61.14,43.254,29.88,57.06,,,,,,,,,
2894,-27.22,43.254,29.88,57.06,,,,,,,,,
2895,-12.01,42.357,29.88,57.06,,,,,,,,,
2896,-1.2,43.254,29.88,57.06,,,,,,,,,
2897,7.42,43.254,29.89,57.06,,,,,,,,,
2898,14.01,49.402,29.89,57.06,,,,,,,,,
2899,25.78,59.252,29.89,57.06,,,,,,,,,
2900,24.9,62.685,29.9,57.06,,,,,,,,,
2901,22.98,61.757,29.9,57.06,,,,,,,,,
2902,22.09,59.111,29.9,57.06,,,,,,,,,
2903,12.05,48.406,29.9,57.06,,,,,,,,,
2904,13.47,43.422,29.9,57.06,,,,,,,,,
2905,12.01,43.254,29.9,57.06,,,,,,,,,
2906,10.41,41.351,29.9,57.06,,,,,,,,,
2907,12.03,41.351,29.9,57.06,,,,,,,,,
2908,9.69,33.783,29.9,57.06,,,,,,,,,
2909,25.03,33.783,29.9,57.06,,,,,,,,,
2910,33.95,32.638,29.9,57.06,,,,,,,,,
2911,38.97,33.902,29.9,57.06,,,,,,,,,
2912,39.98,41.653,29.9,57.06,,,,,,,,,
2913,35.84,35.103,29.91,57.061,,,,,,,,,
2914,34.85,33.097,29.91,57.068,,,,,,,,,
2915,33.47,8.52E-06,29.92,57.081,,,,,,,,,
2916,31.04,2.02E-05,29.92,57.117,,,,,,,,,
2917,30.78,3.31E-06,29.92,57.118,,,,,,,,,
2918,30.4,5.13E-06,29.92,57.121,,,,,,,,,
2919,30.41,6.84E-05,29.92,57.122,,,,,,,,,
2920,30.43,33.349,29.92,57.122,,,,,,,,,
2921,31.02,43.422,29.92,57.122,,,,,,,,,
2922,34.97,43.703,29.93,57.122,,,,,,,,,
2923,38.52,50.919,29.93,57.122,,,,,,,,,
2924,38.57,61.757,29.93,57.122,,,,,,,,,
2925,35.23,61.757,29.93,57.122,,,,,,,,,
2926,33.34,56.356,29.93,57.123,,,,,,,,,
2927,28.46,49.402,29.93,57.123,,,,,,,,,
2928,28.59,45.082,29.94,57.123,,,,,,,,,
2929,27.43,45.082,29.94,57.124,,,,,,,,,
2930,27.48,45.082,29.94,57.13,,,,,,,,,
2931,28.5,45.082,29.94,57.136,,,,,,,,,
2932,30.35,45.082,29.94,57.144,,,,,,,,,
2933,31.95,60.387,29.94,57.145,,,,,,,,,
2934,39.51,61.334,29.95,57.145,,,,,,,,,
2935,44.99,62.685,29.95,57.146,,,,,,,,,
2936,45,68.156,29.95,57.155,,,,,,,,,
2937,39.73,62.685,29.96,57.156,,,,,,,,,
2938,38.97,62.685,29.96,57.156,,,,,,,,,
2939,38.48,61.24,29.96,57.157,,,,,,,,,
2940,34.27,60.547,29.96,57.157,,,,,,,,,
2941,33.94,50.456,29.96,57.157,,,,,,,,,
2942,34.01,54.528,29.97,57.157,,,,,,,,,
2943,32.83,57.794,29.97,57.157,,,,,,,,,
2944,31.79,60.362,29.97,57.157,,,,,,,,,
2945,32.43,61.756,29.97,57.157,,,,,,,,,
2946,34.9,61.869,29.97,57.157,,,,,,,,,
2947,37.66,62.685,29.98,57.157,,,,,,,,,
2948,38.94,68.156,29.98,57.157,,,,,,,,,
2949,36.97,66.519,29.98,57.157,,,,,,,,,
2950,30.52,62.685,29.98,57.157,,,,,,,,,
2951,28.6,61.757,29.98,57.166,,,,,,,,,
2952,26.91,61.691,29.98,57.173,,,,,,,,,
2953,26.26,61.154,29.98,57.179,,,,,,,,,
2954,24.57,57.819,29.98,57.184,,,,,,,,,
2955,24.82,57.604,29.98,57.185,,,,,,,,,
2956,25.8,57.756,29.98,57.185,,,,,,,,,
2957,27.57,61.756,29.98,57.185,,,,,,,,,
2958,33.23,61.757,29.99,57.185,,,,,,,,,
2959,38.94,62.685,29.99,57.185,,,,,,,,,
2960,39.91,68.156,29.99,57.185,,,,,,,,,
2961,39.14,64.106,29.99,57.185,,,,,,,,,
2962,38.94,62.685,29.99,57.185,,,,,,,,,
2963,38.95,62.685,29.99,57.185,,,,,,,,,
2964,34.17,61.756,30,57.185,,,,,,,,,
2965,31.94,61.756,30,57.185,,,,,,,,,
2966,30.46,59.092,30,57.185,,,,,,,,,
2967,30.4,61.756,30,57.185,,,,,,,,,
2968,29.79,61.757,30,57.185,,,,,,,,,
2969,34.4,63.074,30,57.185,,,,,,,,,
2970,36.97,68.156,30,57.185,,,,,,,,,
2971,38.97,68.247,30,57.185,,,,,,,,,
2972,38.95,77.263,30,57.185,,,,,,,,,
2973,36.54,68.156,30,57.185,,,,,,,,,
2974,32.23,63.074,30,57.185,,,,,,,,,
2975,26.97,62.685,30,57.185,,,,,,,,,
2976,28.97,61.757,30,57.185,,,,,,,,,
2977,28.82,61.756,30,57.185,,,,,,,,,
2978,28.42,58.773,30,57.185,,,,,,,,,
2979,28.61,57.835,30,57.185,,,,,,,,,
2980,29.4,58.428,30.01,57.185,,,,,,,,,
2981,30.99,61.757,30.01,57.185,,,,,,,,,
2982,37.17,62.685,30.01,57.185,,,,,,,,,
2983,43.82,66.389,30.01,57.185,,,,,,,,,
2984,48.98,68.156,30.01,57.185,,,,,,,,,
2985,49.91,62.685,30.01,57.185,,,,,,,,,
2986,47.9,61.756,30.01,57.185,,,,,,,,,
2987,46.38,61.156,30.01,57.185,,,,,,,,,
2988,42,55.695,30.01,57.185,,,,,,,,,
2989,40.09,52.69,30.01,57.185,,,,,,,,,
2990,36.97,53.107,30.02,57.185,,,,,,,,,
2991,35.37,57.118,30.02,57.186,,,,,,,,,
2992,34.9,59.862,30.02,57.187,,,,,,,,,
2993,37.67,61.757,30.02,57.187,,,,,,,,,
2994,40.33,62.685,30.02,57.19,,,,,,,,,
2995,42.09,63.074,30.02,57.192,,,,,,,,,
2996,41.16,68.156,30.02,57.193,,,,,,,,,
2997,38.98,66.388,30.02,57.193,,,,,,,,,
2998,39.27,62.685,30.02,57.204,,,,,,,,,
2999,34.9,61.757,30.02,57.224,,,,,,,,,
3000,37.04,61.156,30.02,57.24,,,,,,,,,
3001,32.47,60.5,30.03,57.247,,,,,,,,,
3002,31.04,59.985,30.03,57.258,,,,,,,,,
3003,30.71,51.169,30.03,57.267,,,,,,,,,
3004,30.57,55.062,30.03,57.268,,,,,,,,,
3005,30.86,61.756,30.03,57.284,,,,,,,,,
3006,30.92,61.756,30.03,57.294,,,,,,,,,
3007,31.14,61.756,30.04,57.298,,,,,,,,,
3008,33.92,61.756,30.04,57.341,,,,,,,,,
3009,33.06,62.685,30.04,57.341,,,,,,,,,
3010,31.53,61.757,30.04,57.341,,,,,,,,,
3011,30.64,59.712,30.04,57.341,,,,,,,,,
3012,30.79,50.344,30.05,57.341,,,,,,,,,
3013,30.1,45.76,30.05,57.341,,,,,,,,,
3014,29.6,45.486,30.05,57.341,,,,,,,,,
3015,28.93,45.76,30.05,57.341,,,,,,,,,
3016,28.28,46.271,30.05,57.341,,,,,,,,,
3017,31.02,60.55,30.05,57.342,,,,,,,,,
3018,33.82,61.756,30.05,57.342,,,,,,,,,
3019,37.94,62.155,30.06,57.342,,,,,,,,,
3020,39.9,62.685,30.06,57.342,,,,,,,,,
3021,39.5,62.685,30.06,57.379,,,,,,,,,
3022,38.92,62.685,30.06,57.382,,,,,,,,,
3023,33.93,62.685,30.06,57.388,,,,,,,,,
3024,28.31,0,30.06,57.394,,,,,,,,,
3025,26.73,62.265,30.06,57.411,,,,,,,,,
3026,26.48,62.265,30.07,57.466,,,,,,,,,
3027,26.17,60.55,30.07,57.483,,,,,,,,,
3028,26.83,60.55,30.07,57.506,,,,,,,,,
3029,26.25,58.612,30.07,57.524,,,,,,,,,
3030,25.43,53.294,30.07,57.526,,,,,,,,,
3031,26.66,62.265,30.07,57.527,,,,,,,,,
3032,28.66,62.265,30.07,57.527,,,,,,,,,
3033,30.06,62.265,30.08,57.527,,,,,,,,,
3034,30.33,62.265,30.08,57.527,,,,,,,,,
3035,30.18,55.756,30.08,57.527,,,,,,,,,
3036,29.5,53.294,30.08,57.527,,,,,,,,,
3037,27.06,53.292,30.08,57.527,,,,,,,,,
3038,24,44.728,30.08,57.527,,,,,,,,,
3039,24.15,46.258,30.08,57.527,,,,,,,,,
3040,25.51,53.293,30.08,57.534,,,,,,,,,
