,2017,2030,2017 (MO),2030 (MO),,,,,,,,,
7151,33.09,62.127,43.49,66.038,,,,,,,,,
7152,31.67,61.87,43.5,66.038,,,,,,,,,
7153,32.18,58.432,43.5,66.038,,,,,,,,,
7154,32.21,58.431,43.52,66.038,,,,,,,,,
7155,32.25,58.43,43.52,66.038,,,,,,,,,
7156,32.25,58.43,43.52,66.038,,,,,,,,,
7157,35.36,58.928,43.54,66.038,,,,,,,,,
7158,45.25,61.869,43.55,66.038,,,,,,,,,
7159,55.93,73.041,43.56,66.038,,,,,,,,,
7160,56.93,73.041,43.59,66.038,,,,,,,,,
7161,51.9,73.041,43.59,66.038,,,,,,,,,
7162,46.01,65.389,43.6,66.038,,,,,,,,,
7163,43.25,61.486,43.6,66.038,,,,,,,,,
7164,38.3,57.539,43.61,66.038,,,,,,,,,
7165,32.38,64.743,43.63,66.038,,,,,,,,,
7166,33.07,61.262,43.64,66.038,,,,,,,,,
7167,36.97,57.538,43.65,66.038,,,,,,,,,
7168,45.42,57.933,43.67,66.038,,,,,,,,,
7169,48.91,57.538,43.67,66.038,,,,,,,,,
7170,50.03,65.834,43.68,66.038,,,,,,,,,
7171,50.93,71.926,43.68,66.038,,,,,,,,,
7172,40.99,60.55,43.68,66.038,,,,,,,,,
7173,34.97,57.877,43.71,66.062,,,,,,,,,
7174,32.34,57.538,43.72,66.062,,,,,,,,,
7175,30.92,57.538,43.73,66.062,,,,,,,,,
7176,22.48,57.538,43.74,66.062,,,,,,,,,
7177,21.71,52.507,43.76,66.062,,,,,,,,,
7178,12.9,52.507,43.76,66.062,,,,,,,,,
7179,12.81,57.538,43.77,66.062,,,,,,,,,
7180,19.04,57.538,43.79,66.062,,,,,,,,,
7181,24.01,57.538,43.79,66.099,,,,,,,,,
7182,32,61.334,43.79,66.1,,,,,,,,,
7183,36.79,71.926,43.79,66.101,,,,,,,,,
7184,38.91,71.926,43.8,66.103,,,,,,,,,
7185,38.69,71.926,43.81,66.11,,,,,,,,,
7186,38.36,71.926,43.82,66.111,,,,,,,,,
7187,33.52,66.101,43.82,66.111,,,,,,,,,
7188,28.51,59.07,43.83,66.131,,,,,,,,,
7189,25.97,59.07,43.83,66.195,,,,,,,,,
7190,27.09,59.084,43.84,66.225,,,,,,,,,
7191,26.99,69.176,43.85,66.225,,,,,,,,,
7192,30.01,71.926,43.85,66.225,,,,,,,,,
7193,37.8,71.926,43.86,66.225,,,,,,,,,
7194,44.93,71.927,43.86,66.225,,,,,,,,,
7195,46.93,71.926,43.87,66.225,,,,,,,,,
7196,44.18,71.926,43.88,66.225,,,,,,,,,
7197,35.99,63.299,43.89,66.225,,,,,,,,,
7198,32.04,62.41,43.9,66.225,,,,,,,,,
7199,19.17,61.241,43.9,66.225,,,,,,,,,
7200,16.04,61.155,43.9,66.226,,,,,,,,,
7201,9.41,59.714,43.91,66.3,,,,,,,,,
7202,0.03,50.726,43.91,66.33,,,,,,,,,
7203,-9.69,50.726,43.91,66.331,,,,,,,,,
7204,-13.02,50.725,43.91,66.331,,,,,,,,,
7205,-15.01,50.725,43.91,66.331,,,,,,,,,
7206,-9.6,50.726,43.92,66.341,,,,,,,,,
7207,0.12,59.606,43.92,66.343,,,,,,,,,
7208,0.12,60.937,43.92,66.343,,,,,,,,,
7209,5.41,69.487,43.92,66.347,,,,,,,,,
7210,0.27,63.411,43.92,66.347,,,,,,,,,
7211,0.11,60.936,43.92,66.347,,,,,,,,,
7212,-0.1,59.864,43.93,66.347,,,,,,,,,
7213,-13.38,50.726,43.93,66.347,,,,,,,,,
7214,-31.42,50.726,43.93,66.347,,,,,,,,,
7215,-17.03,50.726,43.93,66.347,,,,,,,,,
7216,-4.02,59.45,43.93,66.347,,,,,,,,,
7217,0.08,60.937,43.93,66.347,,,,,,,,,
7218,7.56,63.417,43.93,66.347,,,,,,,,,
7219,8.89,69.487,43.94,66.347,,,,,,,,,
7220,0.23,63.023,43.94,66.347,,,,,,,,,
7221,-38.19,59.076,43.94,66.347,,,,,,,,,
7222,-49.98,63.235,43.94,66.347,,,,,,,,,
7223,-70.09,61.154,43.94,66.347,,,,,,,,,
7224,-79.94,56.582,43.95,66.347,,,,,,,,,
7225,-83,56.581,43.95,66.347,,,,,,,,,
7226,-83,61.315,43.95,66.347,,,,,,,,,
7227,-83.06,61.334,43.95,66.347,,,,,,,,,
7228,-83.03,54.529,43.95,66.347,,,,,,,,,
7229,-83.04,61.333,43.96,66.347,,,,,,,,,
7230,-83.02,59.757,43.97,66.347,,,,,,,,,
7231,-83.01,61.334,43.97,66.347,,,,,,,,,
7232,-80,61.334,43.97,66.348,,,,,,,,,
7233,-79.96,63.168,43.97,66.348,,,,,,,,,
7234,-76.02,61.336,43.97,66.348,,,,,,,,,
7235,-67.08,61.333,43.97,66.348,,,,,,,,,
7236,-81.95,61.333,43.97,66.348,,,,,,,,,
7237,-67.07,61.332,43.98,66.348,,,,,,,,,
7238,-80.07,56.315,43.98,66.348,,,,,,,,,
7239,-79.95,56.582,43.99,66.351,,,,,,,,,
7240,-76.06,60.7,43.99,66.351,,,,,,,,,
7241,-0.92,61.24,44,66.351,,,,,,,,,
7242,8.51,63.411,44,66.351,,,,,,,,,
7243,27.62,69.487,44,66.376,,,,,,,,,
7244,29.77,63.411,44.01,66.377,,,,,,,,,
7245,22.06,62.559,44.01,66.377,,,,,,,,,
7246,17,61.24,44.01,66.377,,,,,,,,,
7247,12.44,61.156,44.01,66.378,,,,,,,,,
7248,-70.05,61.156,44.02,66.378,,,,,,,,,
7249,0.75,60.501,44.02,66.378,,,,,,,,,
7250,0.01,50.726,44.02,66.378,,,,,,,,,
7251,0.08,50.726,44.02,66.378,,,,,,,,,
7252,4.05,50.725,44.02,66.378,,,,,,,,,
7253,2.95,50.725,44.03,66.378,,,,,,,,,
7254,18.09,50.726,44.03,66.378,,,,,,,,,
7255,28.42,50.726,44.03,66.388,,,,,,,,,
7256,36.43,61.334,44.03,66.389,,,,,,,,,
7257,33.48,61.334,44.03,66.39,,,,,,,,,
7258,30.38,59.563,44.04,66.391,,,,,,,,,
7259,29.74,50.726,44.04,66.391,,,,,,,,,
7260,29.46,50.726,44.05,66.393,,,,,,,,,
7261,29.7,50.726,44.05,66.393,,,,,,,,,
7262,29.98,61.333,44.05,66.393,,,,,,,,,
7263,36.36,61.334,44.05,66.393,,,,,,,,,
7264,43.99,50.726,44.06,66.394,,,,,,,,,
7265,46.34,61.334,44.06,66.394,,,,,,,,,
7266,61,69.487,44.07,66.394,,,,,,,,,
7267,70.09,63.751,44.08,66.394,,,,,,,,,
7268,51.98,61.334,44.08,66.394,,,,,,,,,
7269,48.13,61.24,44.09,66.394,,,,,,,,,
7270,47.18,58.232,44.09,66.394,,,,,,,,,
7271,46.05,55.584,44.1,66.394,,,,,,,,,
7272,41.97,58.545,44.12,66.394,,,,,,,,,
7273,30.08,50.726,44.12,66.394,,,,,,,,,
7274,30.89,50.726,44.12,66.394,,,,,,,,,
7275,30.01,50.726,44.13,66.394,,,,,,,,,
7276,29.09,50.726,44.14,66.394,,,,,,,,,
7277,30.29,55.103,44.15,66.394,,,,,,,,,
7278,32.24,61.149,44.15,66.394,,,,,,,,,
7279,38.94,62.729,44.16,66.394,,,,,,,,,
7280,37.9,63.411,44.18,66.394,,,,,,,,,
7281,41.09,71.373,44.18,66.394,,,,,,,,,
7282,39.92,71.374,44.18,66.394,,,,,,,,,
7283,37.98,65.707,44.18,66.394,,,,,,,,,
7284,39.97,63.411,44.2,66.394,,,,,,,,,
7285,36.95,63.41,44.2,66.394,,,,,,,,,
7286,34.14,63.41,44.2,66.394,,,,,,,,,
7287,35.65,63.41,44.2,66.394,,,,,,,,,
7288,38.99,63.411,44.21,66.394,,,,,,,,,
7289,42.45,71.374,44.22,66.394,,,,,,,,,
7290,46.92,82.708,44.22,66.394,,,,,,,,,
7291,47.36,111.32,44.25,66.394,,,,,,,,,
7292,44.31,75.111,44.26,66.394,,,,,,,,,
7293,39,66.999,44.26,66.394,,,,,,,,,
7294,37.1,63.41,44.28,66.394,,,,,,,,,
7295,34.98,62.889,44.28,66.394,,,,,,,,,
7296,30.82,61.334,44.28,66.394,,,,,,,,,
7297,26.91,60.943,44.3,66.394,,,,,,,,,
7298,23.06,59.992,44.31,66.394,,,,,,,,,
7299,22.27,58.746,44.31,66.394,,,,,,,,,
7300,22.97,55.627,44.31,66.394,,,,,,,,,
7301,26.66,51.724,44.33,66.394,,,,,,,,,
7302,27.03,59.913,44.34,66.394,,,,,,,,,
7303,29.07,61.334,44.34,66.394,,,,,,,,,
7304,31,62.348,44.34,66.394,,,,,,,,,
7305,36.06,62.348,44.35,66.394,,,,,,,,,
7306,35.16,61.334,44.36,66.394,,,,,,,,,
7307,32.37,61.334,44.36,66.394,,,,,,,,,
7308,33.08,61.334,44.36,66.394,,,,,,,,,
7309,29.79,57.185,44.38,66.394,,,,,,,,,
7310,29.06,57.185,44.4,66.394,,,,,,,,,
7311,29.18,60.55,44.41,66.394,,,,,,,,,
7312,30.01,60.937,44.42,66.394,,,,,,,,,
7313,36.93,60.936,44.43,66.394,,,,,,,,,
7314,42.49,62.348,44.45,66.394,,,,,,,,,
7315,43.93,69.537,44.47,66.394,,,,,,,,,
7316,41.97,62.348,44.49,66.394,,,,,,,,,
7317,36.52,61.156,44.49,66.394,,,,,,,,,
7318,30.07,61.155,44.51,66.394,,,,,,,,,
7319,27.02,60.166,44.53,66.394,,,,,,,,,
7320,18.97,47.892,44.55,66.394,,,,,,,,,
7321,20.18,42.722,44.55,66.395,,,,,,,,,
7322,12.62,41.65,44.58,66.397,,,,,,,,,
7323,12.61,38.985,44.61,66.418,,,,,,,,,
7324,10.96,36.065,44.61,66.418,,,,,,,,,
7325,14.04,38.44,44.62,66.418,,,,,,,,,
7326,25.97,38.984,44.63,66.418,,,,,,,,,
7327,35.05,38.986,44.64,66.418,,,,,,,,,
7328,45.9,42.653,44.64,66.418,,,,,,,,,
7329,43.83,44.796,44.65,66.418,,,,,,,,,
7330,35.59,53.32,44.65,66.438,,,,,,,,,
7331,32.33,42.722,44.67,66.519,,,,,,,,,
7332,32.36,53.32,44.69,66.552,,,,,,,,,
7333,31.32,43.877,44.7,66.561,,,,,,,,,
7334,32.49,42.656,44.71,66.562,,,,,,,,,
7335,33.94,42.653,44.72,66.563,,,,,,,,,
7336,39.1,42.653,44.74,66.567,,,,,,,,,
7337,45.95,42.721,44.75,66.6,,,,,,,,,
7338,51.91,53.405,44.75,66.61,,,,,,,,,
7339,51.92,53.405,44.8,66.618,,,,,,,,,
7340,50.07,53.405,44.8,66.619,,,,,,,,,
7341,46.01,53.32,44.8,66.619,,,,,,,,,
7342,42.06,42.721,44.82,66.619,,,,,,,,,
7343,36.12,41.653,44.83,66.619,,,,,,,,,
7344,35.45,38.808,44.84,66.619,,,,,,,,,
7345,36.07,0.00081968,44.84,66.619,,,,,,,,,
7346,36.09,5.46E-06,44.87,66.62,,,,,,,,,
7347,36.13,5.03E-06,44.87,66.62,,,,,,,,,
7348,36.09,6.00E-06,44.89,66.62,,,,,,,,,
7349,38.24,7.41E-06,44.9,66.62,,,,,,,,,
7350,40.66,0.00011635,44.9,66.62,,,,,,,,,
7351,52.97,41.654,44.9,66.62,,,,,,,,,
7352,61.74,53.162,44.9,66.62,,,,,,,,,
7353,65.8,53.162,44.9,66.62,,,,,,,,,
7354,62.18,42.721,44.9,66.62,,,,,,,,,
7355,58.69,33.348,44.9,66.62,,,,,,,,,
7356,58.67,9.5912,44.9,66.62,,,,,,,,,
7357,54.55,33.349,44.9,66.62,,,,,,,,,
7358,51.5,38.809,44.9,66.62,,,,,,,,,
7359,51.17,42.722,44.9,66.62,,,,,,,,,
7360,56.64,53.405,44.91,66.62,,,,,,,,,
7361,60.88,53.405,44.91,66.62,,,,,,,,,
7362,66,55.682,44.91,66.62,,,,,,,,,
7363,68.68,71.356,44.91,66.62,,,,,,,,,
7364,58.63,61.156,44.92,66.62,,,,,,,,,
7365,49.01,53.405,44.92,66.62,,,,,,,,,
7366,39.01,53.405,44.92,66.62,,,,,,,,,
7367,36.11,53.405,44.92,66.62,,,,,,,,,
7368,34.97,48.083,44.92,66.62,,,,,,,,,
7369,36.16,42.721,44.92,66.62,,,,,,,,,
7370,35.06,42.721,44.92,66.62,,,,,,,,,
7371,34.42,40.647,44.93,66.62,,,,,,,,,
7372,33.61,40.647,44.93,66.62,,,,,,,,,
7373,33.4,40.647,44.93,66.62,,,,,,,,,
7374,33.22,42.357,44.93,66.62,,,,,,,,,
7375,33.73,42.723,44.94,66.62,,,,,,,,,
7376,37.63,53.405,44.94,66.62,,,,,,,,,
7377,42.99,53.405,44.94,66.62,,,,,,,,,
7378,40.39,53.405,44.95,66.62,,,,,,,,,
7379,39.84,53.405,44.95,66.62,,,,,,,,,
7380,37.02,53.405,44.95,66.62,,,,,,,,,
7381,36.1,53.405,44.95,66.62,,,,,,,,,
7382,34.33,53.405,44.96,66.62,,,,,,,,,
7383,34.34,53.405,44.97,66.62,,,,,,,,,
7384,35.04,53.405,44.97,66.62,,,,,,,,,
7385,37.03,53.405,44.97,66.62,,,,,,,,,
7386,43.94,61.333,44.97,66.62,,,,,,,,,
7387,35.51,71.361,44.97,66.62,,,,,,,,,
7388,32.25,55.93,44.98,66.62,,,,,,,,,
7389,28.83,53.405,44.99,66.62,,,,,,,,,
7390,26.77,53.405,44.99,66.62,,,,,,,,,
7391,26.53,53.405,44.99,66.62,,,,,,,,,
7392,20.65,0,44.99,66.62,,,,,,,,,
7393,13.2,52.005,44.99,66.62,,,,,,,,,
7394,13.2,47.263,45,66.62,,,,,,,,,
7395,14.64,39.74,45,66.62,,,,,,,,,
7396,11.68,39.612,45,66.62,,,,,,,,,
7397,13.93,41.371,45,66.62,,,,,,,,,
7398,20.01,41.653,45.01,66.62,,,,,,,,,
7399,21.87,43.997,45.01,66.62,,,,,,,,,
7400,24.6,47.263,45.01,66.62,,,,,,,,,
7401,31.47,47.263,45.01,66.62,,,,,,,,,
7402,33.92,47.616,45.02,66.62,,,,,,,,,
7403,36.54,55.93,45.02,66.62,,,,,,,,,
7404,38.9,60.938,45.02,66.62,,,,,,,,,
7405,36.11,61.07,45.02,66.62,,,,,,,,,
7406,36.2,61.129,45.03,66.62,,,,,,,,,
7407,33.78,61.136,45.04,66.621,,,,,,,,,
7408,33.96,61.11,45.04,66.621,,,,,,,,,
7409,35,61.155,45.04,66.621,,,,,,,,,
7410,41.82,64.744,45.05,66.621,,,,,,,,,
7411,41.74,64.744,45.06,66.621,,,,,,,,,
7412,42.82,64.744,45.06,66.621,,,,,,,,,
7413,40.91,61.272,45.06,66.622,,,,,,,,,
7414,39.59,60.601,45.07,66.623,,,,,,,,,
7415,38.87,61.272,45.07,66.623,,,,,,,,,
7416,35,60.936,45.07,66.623,,,,,,,,,
7417,31.74,49.015,45.07,66.623,,,,,,,,,
7418,33.73,44.728,45.07,66.623,,,,,,,,,
7419,33.02,39.74,45.08,66.628,,,,,,,,,
7420,27.61,40.027,45.08,66.657,,,,,,,,,
7421,28.1,46.27,45.09,66.676,,,,,,,,,
7422,32.99,52.005,45.09,66.703,,,,,,,,,
7423,44.83,60.936,45.09,66.705,,,,,,,,,
7424,54.96,62.265,45.09,66.706,,,,,,,,,
7425,60.38,63.736,45.11,66.706,,,,,,,,,
7426,55.38,63.736,45.12,66.706,,,,,,,,,
7427,54.95,63.736,45.17,66.739,,,,,,,,,
7428,54.97,63.736,45.17,66.776,,,,,,,,,
7429,54.93,63.382,45.18,66.783,,,,,,,,,
7430,55.91,60.108,45.18,66.828,,,,,,,,,
7431,55.93,58.546,45.2,66.828,,,,,,,,,
7432,57.85,62.561,45.2,66.828,,,,,,,,,
7433,62.56,63.736,45.2,66.828,,,,,,,,,
7434,78.28,68.524,45.22,66.828,,,,,,,,,
7435,89.93,87.144,45.22,66.828,,,,,,,,,
7436,74.51,68.259,45.22,66.828,,,,,,,,,
7437,55.02,64.586,45.22,66.828,,,,,,,,,
7438,50.61,62.685,45.23,66.828,,,,,,,,,
7439,39.11,54.528,45.25,66.828,,,,,,,,,
7440,37.1,63.733,45.26,66.828,,,,,,,,,
7441,36.63,63.27,45.26,66.828,,,,,,,,,
7442,35.05,60.403,45.27,66.828,,,,,,,,,
7443,36.87,52.005,45.32,66.828,,,,,,,,,
7444,36.02,52.005,45.34,66.828,,,,,,,,,
7445,37.04,55.054,45.37,66.828,,,,,,,,,
7446,34.43,61.156,45.37,66.829,,,,,,,,,
7447,49.77,61.447,45.39,66.829,,,,,,,,,
7448,59.26,64.744,45.39,66.829,,,,,,,,,
7449,64.37,68.259,45.39,66.829,,,,,,,,,
7450,55.07,63.736,45.4,66.829,,,,,,,,,
7451,54.94,61.156,45.4,66.829,,,,,,,,,
7452,54.92,60.935,45.4,66.829,,,,,,,,,
7453,53.93,60.937,45.42,66.838,,,,,,,,,
7454,54.94,60.501,45.43,66.873,,,,,,,,,
7455,56.93,59.985,45.44,66.887,,,,,,,,,
7456,66.75,52.005,45.46,66.891,,,,,,,,,
7457,65.58,52.005,45.47,66.892,,,,,,,,,
7458,81.56,64.745,45.47,66.892,,,,,,,,,
7459,82.3,64.744,45.48,66.894,,,,,,,,,
7460,64.2,52.005,45.48,66.894,,,,,,,,,
7461,53.94,44.34,45.48,66.895,,,,,,,,,
7462,46.94,36.378,45.5,66.895,,,,,,,,,
7463,41.7,0.0015543,45.52,66.895,,,,,,,,,
7464,37.86,1.35E-06,45.54,66.895,,,,,,,,,
7465,33.7,6.06E-07,45.54,66.895,,,,,,,,,
7466,33.62,4.01E-07,45.56,66.895,,,,,,,,,
7467,33.64,3.90E-07,45.58,66.895,,,,,,,,,
7468,33.62,5.11E-07,45.58,66.895,,,,,,,,,
7469,35.53,6.24E-07,45.58,66.895,,,,,,,,,
7470,36.15,5.87E-06,45.59,66.895,,,,,,,,,
7471,54.07,38.367,45.6,66.895,,,,,,,,,
7472,75.76,52.005,45.6,66.895,,,,,,,,,
7473,79.28,56.009,45.6,66.895,,,,,,,,,
7474,77.07,56.009,45.61,66.895,,,,,,,,,
7475,84.22,56.009,45.61,66.895,,,,,,,,,
7476,84.98,56.009,45.64,66.895,,,,,,,,,
7477,83.8,52.005,45.69,66.895,,,,,,,,,
7478,88.19,52.005,45.7,66.895,,,,,,,,,
7479,89.9,52.005,45.71,66.895,,,,,,,,,
7480,81.89,56.009,45.73,66.895,,,,,,,,,
7481,88.2,56.009,45.74,66.895,,,,,,,,,
7482,111.4,56.009,45.79,66.895,,,,,,,,,
7483,120,56.009,45.79,66.896,,,,,,,,,
7484,89.93,56.009,45.8,66.896,,,,,,,,,
7485,60.1,52.005,45.82,66.896,,,,,,,,,
7486,52.32,47.307,45.82,66.901,,,,,,,,,
7487,48.05,43.316,45.83,66.912,,,,,,,,,
7488,38.57,33.345,45.83,66.912,,,,,,,,,
7489,38.61,1.94E-05,45.83,66.912,,,,,,,,,
7490,39.3,3.70E-06,45.83,66.912,,,,,,,,,
7491,38.48,3.74E-06,45.87,66.912,,,,,,,,,
7492,40.53,2.77E-06,45.87,66.912,,,,,,,,,
7493,39.9,3.81E-06,45.88,66.926,,,,,,,,,
7494,43.95,33.345,45.89,66.926,,,,,,,,,
7495,58.65,48.406,45.89,66.948,,,,,,,,,
7496,72.1,52.005,45.9,66.948,,,,,,,,,
7497,84.73,52.005,45.9,66.949,,,,,,,,,
7498,61.99,52.005,45.91,66.949,,,,,,,,,
7499,61.37,53.576,45.91,66.949,,,,,,,,,
7500,60.69,53.81,45.92,66.949,,,,,,,,,
7501,55.12,59.985,45.92,66.956,,,,,,,,,
7502,53.99,63.735,45.92,66.972,,,,,,,,,
7503,54.91,57.268,45.93,66.975,,,,,,,,,
7504,55,61.334,45.94,66.999,,,,,,,,,
7505,55.92,63.075,45.94,67.001,,,,,,,,,
7506,56.94,69.396,45.94,67.037,,,,,,,,,
7507,55.93,76.823,45.94,67.042,,,,,,,,,
7508,55,69.395,45.95,67.044,,,,,,,,,
7509,40.3,63.736,45.95,67.1,,,,,,,,,
7510,42.81,62.816,45.95,67.118,,,,,,,,,
7511,36.78,61.426,45.97,67.119,,,,,,,,,
7512,33.61,60.937,45.98,67.119,,,,,,,,,
7513,26.41,60.936,45.98,67.119,,,,,,,,,
7514,25.35,60.5,45.98,67.119,,,,,,,,,
7515,26.6,52.005,45.99,67.119,,,,,,,,,
7516,27.31,52.005,45.99,67.119,,,,,,,,,
7517,27.1,60.1,46,67.119,,,,,,,,,
7518,28.92,60.937,46,67.119,,,,,,,,,
7519,40.15,63.074,46,67.119,,,,,,,,,
7520,51.2,65.01,46.01,67.119,,,,,,,,,
7521,47.41,69.396,46.01,67.119,,,,,,,,,
7522,38.61,69.396,46.01,67.119,,,,,,,,,
7523,38.89,63.736,46.01,67.119,,,,,,,,,
7524,38.79,63.736,46.01,67.119,,,,,,,,,
7525,35.25,60.229,46.01,67.119,,,,,,,,,
7526,31.16,60.229,46.01,67.119,,,,,,,,,
7527,30.16,63.736,46.02,67.119,,,,,,,,,
7528,30.12,63.737,46.02,67.119,,,,,,,,,
7529,31.02,69.396,46.03,67.119,,,,,,,,,
7530,36.19,84.156,46.03,67.119,,,,,,,,,
7531,36.02,69.402,46.03,67.119,,,,,,,,,
7532,31.08,69.395,46.04,67.119,,,,,,,,,
7533,29.39,63.736,46.04,67.119,,,,,,,,,
7534,22.26,61.872,46.05,67.119,,,,,,,,,
7535,15.51,61.154,46.05,67.119,,,,,,,,,
7536,11.46,61.101,46.05,67.119,,,,,,,,,
7537,9.2,60.052,46.05,67.119,,,,,,,,,
7538,2.03,50.985,46.06,67.119,,,,,,,,,
7539,0.08,46.271,46.07,67.119,,,,,,,,,
7540,6.47,41.653,46.07,67.119,,,,,,,,,
7541,11.27,43.997,46.08,67.119,,,,,,,,,
7542,12.59,44.728,46.08,67.119,,,,,,,,,
7543,9.63,47.463,46.09,67.119,,,,,,,,,
7544,13.55,59.712,46.1,67.119,,,,,,,,,
7545,20.1,63.722,46.1,67.12,,,,,,,,,
7546,24.66,58.151,46.1,67.12,,,,,,,,,
7547,21.47,61.681,46.1,67.143,,,,,,,,,
7548,18.9,63.735,46.1,67.143,,,,,,,,,
7549,21.03,63.733,46.11,67.179,,,,,,,,,
7550,22.86,57.758,46.13,67.202,,,,,,,,,
7551,28.2,58.877,46.13,67.231,,,,,,,,,
7552,30.48,61.152,46.13,67.245,,,,,,,,,
7553,35.81,63.735,46.13,67.245,,,,,,,,,
7554,44.49,63.736,46.14,67.245,,,,,,,,,
7555,46.76,65.009,46.14,67.245,,,,,,,,,
7556,41.03,63.736,46.15,67.245,,,,,,,,,
7557,35.92,61.485,46.15,67.247,,,,,,,,,
7558,35.82,58.139,46.15,67.247,,,,,,,,,
7559,37.06,63.734,46.16,67.247,,,,,,,,,
7560,28.29,60.501,46.17,67.247,,,,,,,,,
7561,14.07,50.985,46.17,67.247,,,,,,,,,
7562,15.99,47.456,46.19,67.247,,,,,,,,,
7563,13.8,46.527,46.2,67.247,,,,,,,,,
7564,13.53,42.357,46.2,67.247,,,,,,,,,
7565,15.25,41.653,46.26,67.247,,,,,,,,,
7566,21.86,40.72,46.26,67.247,,,,,,,,,
7567,22.52,43.997,46.27,67.247,,,,,,,,,
7568,27.06,47.454,46.3,67.247,,,,,,,,,
7569,30.94,52.005,46.3,67.247,,,,,,,,,
7570,33.03,60.67,46.3,67.247,,,,,,,,,
7571,42.79,60.436,46.32,67.247,,,,,,,,,
7572,47.65,61.997,46.34,67.247,,,,,,,,,
7573,48.13,59.879,46.34,67.247,,,,,,,,,
7574,44.28,60.941,46.34,67.247,,,,,,,,,
7575,38.43,64.266,46.36,67.247,,,,,,,,,
7576,37.8,57.622,46.36,67.247,,,,,,,,,
7577,40.82,62.265,46.38,67.247,,,,,,,,,
7578,53.91,65.01,46.39,67.247,,,,,,,,,
7579,53.94,65.011,46.4,67.247,,,,,,,,,
7580,46.54,65.01,46.41,67.247,,,,,,,,,
7581,39.59,65.009,46.45,67.247,,,,,,,,,
7582,33.11,62.265,46.46,67.247,,,,,,,,,
7583,33.17,61.486,46.47,67.247,,,,,,,,,
7584,29.73,60.936,46.48,67.247,,,,,,,,,
7585,31.06,55.802,46.49,67.247,,,,,,,,,
7586,30.41,52.005,46.5,67.247,,,,,,,,,
7587,29.64,47.458,46.5,67.247,,,,,,,,,
7588,29.66,47.458,46.51,67.247,,,,,,,,,
7589,29.79,52.005,46.54,67.247,,,,,,,,,
7590,31.68,61.122,46.55,67.247,,,,,,,,,
7591,42.76,62.265,46.55,67.247,,,,,,,,,
7592,54.9,65.01,46.57,67.247,,,,,,,,,
7593,54.33,65.01,46.58,67.247,,,,,,,,,
7594,48.15,65.01,46.58,67.247,,,,,,,,,
7595,45.83,62.714,46.59,67.247,,,,,,,,,
7596,46.61,61.527,46.6,67.247,,,,,,,,,
7597,41.48,62.707,46.61,67.247,,,,,,,,,
7598,48.08,62.415,46.61,67.247,,,,,,,,,
7599,50.81,64.902,46.65,67.247,,,,,,,,,
7600,54.93,65.01,46.66,67.247,,,,,,,,,
7601,55.92,65.01,46.69,67.247,,,,,,,,,
7602,70.08,78.336,46.7,67.247,,,,,,,,,
7603,62.3,78.336,46.7,67.247,,,,,,,,,
7604,57.73,66.776,46.74,67.247,,,,,,,,,
7605,54.94,65.01,46.76,67.248,,,,,,,,,
7606,49,65.007,46.78,67.256,,,,,,,,,
7607,41,62.41,46.8,67.289,,,,,,,,,
7608,36.55,61.006,46.81,67.289,,,,,,,,,
7609,37.83,60.966,46.82,67.289,,,,,,,,,
7610,36.01,60.936,46.82,67.289,,,,,,,,,
7611,34.03,57.185,46.82,67.289,,,,,,,,,
7612,33.54,57.185,46.83,67.289,,,,,,,,,
7613,33.9,57.185,46.84,67.289,,,,,,,,,
7614,34.04,60.968,46.86,67.295,,,,,,,,,
7615,38.12,62.597,46.88,67.299,,,,,,,,,
7616,43.52,65.01,46.88,67.307,,,,,,,,,
7617,49.58,71.486,46.89,67.307,,,,,,,,,
7618,37.2,65.01,46.89,67.307,,,,,,,,,
7619,36.56,65.01,46.9,67.307,,,,,,,,,
7620,36.19,65.01,46.92,67.307,,,,,,,,,
7621,36.88,62.719,46.92,67.308,,,,,,,,,
7622,36.6,65.009,46.92,67.308,,,,,,,,,
7623,36.86,65.009,46.92,67.308,,,,,,,,,
7624,40.07,65.01,46.93,67.308,,,,,,,,,
7625,49.06,75.606,46.93,67.308,,,,,,,,,
7626,51.71,97.391,46.93,67.308,,,,,,,,,
7627,52.94,78.835,46.94,67.309,,,,,,,,,
7628,51.25,74.822,46.94,67.318,,,,,,,,,
7629,44.92,65.01,46.94,67.395,,,,,,,,,
7630,39.44,65.01,46.94,67.442,,,,,,,,,
7631,37.6,62.431,46.94,67.556,,,,,,,,,
7632,36.36,61.488,46.95,67.557,,,,,,,,,
7633,33.5,60.937,46.95,67.588,,,,,,,,,
7634,34.06,60.937,46.95,67.601,,,,,,,,,
7635,33.42,57.549,46.95,67.614,,,,,,,,,
7636,35.62,57.549,46.95,67.614,,,,,,,,,
7637,33.74,57.549,46.95,67.614,,,,,,,,,
7638,37,60.943,46.96,67.614,,,,,,,,,
7639,58.5,62.562,46.96,67.614,,,,,,,,,
7640,77.4,65.01,46.96,67.614,,,,,,,,,
7641,78.01,73.307,46.96,67.614,,,,,,,,,
7642,68.87,65.01,46.98,67.614,,,,,,,,,
7643,61.65,62.634,46.98,67.615,,,,,,,,,
7644,71.76,62.636,46.98,67.615,,,,,,,,,
7645,64.1,61.465,46.98,67.615,,,,,,,,,
7646,70.77,63.224,46.98,67.615,,,,,,,,,
7647,72.81,65.01,46.98,67.615,,,,,,,,,
